operation_id,operation_date,region,country,shipment_mode,operation_type,weather_condition,shift,vendor_tier,distance_km,load_factor,load_band,delay_hours,delay_band,operator_experience_years,experience_band,maintenance_score,cost_usd,failure_probability,failed,severity,loss_usd
87062,2033-12-06,North America,USA,Air,Cold Chain,Rain,Morning,Tier 3,1053.1,0.722,Moderate,33.1,24-48h,0.9,0-2y,100.0,12221.85,0.0286,0,None,0.0
87063,2033-12-06,Africa,Nigeria,Air,Standard Shipment,Clear,Morning,Tier 1,547.4,0.784,High,17.8,12-24h,2.3,2-5y,95.3,4734.31,0.0053,0,None,0.0
87064,2033-12-06,North America,Canada,Ocean,Standard Shipment,Rain,Evening,Tier 2,759.5,0.732,Moderate,27.6,24-48h,2.1,2-5y,100.0,1845.15,0.0165,0,None,0.0
87065,2033-12-06,Asia,India,Air,Standard Shipment,Clear,Morning,Tier 1,2170.5,0.899,High,18.3,12-24h,1.7,0-2y,87.3,13853.68,0.0097,0,None,0.0
87066,2033-12-06,Africa,Nigeria,Truck,Hazardous Goods,Storm,Morning,Tier 2,1277.9,0.802,High,34.1,24-48h,7.7,5-10y,93.5,4240.07,0.044,0,None,0.0
87067,2033-12-06,Asia,China,Truck,Standard Shipment,Clear,Evening,Tier 1,2441.0,0.621,Moderate,14.1,12-24h,7.2,5-10y,68.0,3896.4,0.0099,0,None,0.0
87068,2033-12-06,Asia,China,Rail,High Value Cargo,Clear,Evening,Tier 1,568.5,0.708,Moderate,17.1,12-24h,2.9,2-5y,74.1,2081.39,0.0137,0,None,0.0
87069,2033-12-06,Latin America,Brazil,Truck,Standard Shipment,Rain,Morning,Tier 1,629.7,0.979,Critical,24.4,24-48h,2.3,2-5y,81.2,2170.27,0.0241,0,None,0.0
87070,2033-12-06,Africa,South Africa,Truck,Standard Shipment,Rain,Evening,Tier 2,778.2,0.885,High,21.3,12-24h,7.9,5-10y,87.8,2403.54,0.016,0,None,0.0
87071,2033-12-06,Latin America,Colombia,Ocean,Standard Shipment,Clear,Morning,Tier 3,667.0,0.832,High,24.7,24-48h,4.4,2-5y,100.0,1867.79,0.0168,0,None,0.0
87072,2033-12-06,Africa,Nigeria,Truck,High Value Cargo,Clear,Evening,Tier 1,2187.8,0.731,Moderate,7.8,0-12h,3.6,2-5y,86.6,5283.0,0.0087,0,None,0.0
87073,2033-12-07,Asia,India,Truck,High Value Cargo,Clear,Evening,Tier 2,556.6,0.86,High,41.1,24-48h,12.6,10y+,94.9,1987.89,0.0133,0,None,0.0
87074,2033-12-07,North America,USA,Truck,Standard Shipment,Extreme Heat,Evening,Tier 2,2610.7,0.779,High,26.4,24-48h,7.1,5-10y,86.6,4392.36,0.0178,0,None,0.0
87075,2033-12-07,Asia,India,Air,High Value Cargo,Clear,Night,Tier 2,1397.3,0.819,High,10.3,0-12h,4.6,2-5y,63.6,14426.45,0.0233,0,None,0.0
87076,2033-12-07,Latin America,Brazil,Ocean,Cold Chain,Extreme Heat,Morning,Tier 2,805.4,0.686,Moderate,39.6,24-48h,2.1,2-5y,80.8,1897.99,0.0594,0,None,0.0
87077,2033-12-07,North America,Canada,Truck,Cold Chain,Rain,Morning,Tier 2,963.4,0.776,High,22.7,12-24h,8.8,5-10y,72.2,3315.01,0.0237,0,None,0.0
87078,2033-12-07,Latin America,Brazil,Truck,Standard Shipment,Extreme Heat,Morning,Tier 1,1176.5,0.692,Moderate,25.3,24-48h,1.9,0-2y,100.0,2770.86,0.0112,0,None,0.0
87079,2033-12-07,Asia,China,Truck,Emergency Replenishment,Clear,Evening,Tier 1,30.0,0.884,High,23.5,12-24h,3.8,2-5y,83.4,1700.94,0.0277,0,None,0.0
87080,2033-12-07,Latin America,Brazil,Truck,Standard Shipment,Clear,Night,Tier 1,1717.1,0.744,Moderate,20.7,12-24h,6.4,5-10y,72.2,2821.42,0.0128,0,None,0.0
87081,2033-12-07,Latin America,Chile,Air,High Value Cargo,Clear,Night,Tier 2,52.5,0.81,High,21.4,12-24h,4.0,2-5y,97.2,1295.61,0.0125,0,None,0.0
87082,2033-12-07,Latin America,Brazil,Rail,Standard Shipment,Clear,Morning,Tier 1,1450.8,0.959,Critical,25.5,24-48h,9.9,5-10y,69.9,2665.51,0.0145,0,None,0.0
87083,2033-12-07,Europe,Netherlands,Air,Standard Shipment,Clear,Evening,Tier 1,705.0,0.875,High,31.2,24-48h,4.3,2-5y,100.0,5450.9,0.0081,0,None,0.0
87084,2033-12-07,Europe,Netherlands,Air,Standard Shipment,Storm,Morning,Tier 2,1023.8,0.973,Critical,44.5,24-48h,3.5,2-5y,100.0,7618.32,0.0426,0,None,0.0
87085,2033-12-07,Africa,Nigeria,Rail,Standard Shipment,Clear,Morning,Tier 1,860.5,0.679,Moderate,8.1,0-12h,5.3,5-10y,86.2,1602.74,0.0053,0,None,0.0
87086,2033-12-07,North America,Mexico,Truck,Standard Shipment,Extreme Heat,Morning,Tier 1,876.9,0.754,High,16.9,12-24h,1.0,0-2y,80.5,2333.38,0.0164,0,None,0.0
87087,2033-12-07,Africa,South Africa,Air,Standard Shipment,Clear,Morning,Tier 1,1670.6,0.644,Moderate,9.0,0-12h,4.3,2-5y,74.2,10617.86,0.0068,0,None,0.0
87088,2033-12-07,Africa,Nigeria,Truck,Standard Shipment,Clear,Morning,Tier 1,388.0,0.622,Moderate,10.3,0-12h,7.0,5-10y,62.7,1305.36,0.0095,0,None,0.0
87089,2033-12-07,North America,Mexico,Ocean,Standard Shipment,Extreme Heat,Night,Tier 1,4123.0,0.891,High,31.8,24-48h,3.1,2-5y,85.6,3666.93,0.0401,0,None,0.0
87090,2033-12-07,North America,Canada,Truck,Standard Shipment,Storm,Night,Tier 1,2679.2,0.672,Moderate,34.2,24-48h,6.0,5-10y,71.2,4480.1,0.0429,0,None,0.0
87091,2033-12-07,Latin America,Brazil,Truck,Cold Chain,Clear,Evening,Tier 2,708.6,0.938,Critical,30.0,24-48h,2.8,2-5y,59.6,2745.73,0.0683,0,None,0.0
87092,2033-12-07,Africa,Nigeria,Truck,High Value Cargo,Storm,Evening,Tier 3,1044.6,0.749,Moderate,46.0,24-48h,1.8,0-2y,100.0,3462.6,0.0684,0,None,0.0
87093,2033-12-07,Africa,Nigeria,Truck,Cold Chain,Clear,Night,Tier 3,1896.0,0.589,Low,12.3,12-24h,5.8,5-10y,61.0,4826.31,0.0482,0,None,0.0
87094,2033-12-07,North America,USA,Air,Standard Shipment,Clear,Evening,Tier 2,1840.4,0.534,Low,16.0,12-24h,2.4,2-5y,64.9,11693.93,0.016,0,None,0.0
87095,2033-12-07,Asia,China,Truck,Standard Shipment,Clear,Evening,Tier 2,530.1,0.757,High,11.0,0-12h,3.2,2-5y,71.9,1555.05,0.014,0,None,0.0
87096,2033-12-07,Africa,Nigeria,Ocean,Standard Shipment,Clear,Evening,Tier 2,53.1,0.791,High,24.4,24-48h,4.7,2-5y,83.1,1291.4,0.0161,0,None,0.0
87097,2033-12-08,Latin America,Brazil,Ocean,High Value Cargo,Extreme Heat,Night,Tier 1,992.6,0.681,Moderate,28.8,24-48h,13.4,10y+,72.7,2227.54,0.0275,0,None,0.0
87098,2033-12-08,North America,USA,Ocean,Standard Shipment,Clear,Evening,Tier 2,358.9,0.704,Moderate,23.5,12-24h,3.0,2-5y,72.0,1307.3,0.0221,0,None,0.0
87099,2033-12-08,North America,USA,Air,Standard Shipment,Clear,Morning,Tier 2,1091.5,0.881,High,13.7,12-24h,3.5,2-5y,100.0,7840.29,0.0074,0,None,0.0
87100,2033-12-08,Latin America,Colombia,Truck,Standard Shipment,Cold,Night,Tier 1,3570.8,0.795,High,19.2,12-24h,7.4,5-10y,71.2,5723.13,0.0179,0,None,0.0
87101,2033-12-08,Europe,Germany,Air,Standard Shipment,Clear,Evening,Tier 3,1946.3,0.633,Moderate,16.6,12-24h,5.5,5-10y,90.7,12352.76,0.0112,0,None,0.0
87102,2033-12-08,North America,Mexico,Rail,Standard Shipment,Clear,Night,Tier 1,1245.4,0.769,High,19.3,12-24h,6.7,5-10y,62.9,2041.73,0.0146,0,None,0.0
87103,2033-12-08,Asia,India,Ocean,Standard Shipment,Clear,Morning,Tier 3,2504.3,0.657,Moderate,21.7,12-24h,9.6,5-10y,80.7,2640.31,0.0165,0,None,0.0
87104,2033-12-08,Africa,Nigeria,Truck,Standard Shipment,Clear,Morning,Tier 2,292.7,0.768,High,23.7,12-24h,2.0,0-2y,82.7,1530.68,0.0127,0,None,0.0
87105,2033-12-08,Asia,India,Truck,Standard Shipment,Rain,Evening,Tier 1,647.1,0.786,High,21.2,12-24h,4.9,2-5y,79.7,2163.08,0.0129,0,None,0.0
87106,2033-12-08,Europe,Germany,Truck,Standard Shipment,Extreme Heat,Evening,Tier 2,3192.7,0.602,Moderate,22.3,12-24h,1.2,0-2y,66.7,5026.85,0.0369,0,None,0.0
87107,2033-12-08,Asia,India,Truck,Standard Shipment,Clear,Night,Tier 3,286.4,0.537,Low,16.7,12-24h,2.4,2-5y,86.6,1101.15,0.0211,0,None,0.0
87108,2033-12-08,Africa,Nigeria,Truck,Cold Chain,Clear,Evening,Tier 3,692.8,0.528,Low,8.9,0-12h,5.2,5-10y,70.8,2589.5,0.0306,0,None,0.0
87109,2033-12-08,Latin America,Brazil,Truck,Standard Shipment,Clear,Morning,Tier 2,792.9,0.508,Low,24.6,24-48h,0.6,0-2y,89.2,2245.65,0.0119,0,None,0.0
87110,2033-12-08,North America,Mexico,Truck,Cold Chain,Clear,Evening,Tier 2,1601.3,0.599,Low,17.0,12-24h,3.9,2-5y,100.0,4166.67,0.012,0,None,0.0
87111,2033-12-08,Europe,Germany,Air,Standard Shipment,Rain,Evening,Tier 2,1743.3,0.625,Moderate,23.4,12-24h,3.1,2-5y,100.0,11248.87,0.0098,0,None,0.0
87112,2033-12-08,North America,USA,Ocean,Standard Shipment,Rain,Evening,Tier 2,754.8,0.805,High,33.6,24-48h,1.8,0-2y,76.7,1636.44,0.0355,0,None,0.0
87113,2033-12-08,Asia,China,Air,Standard Shipment,Rain,Morning,Tier 2,4024.3,0.656,Moderate,14.5,12-24h,5.3,5-10y,79.3,24412.55,0.011,0,None,0.0
87114,2033-12-08,North America,Mexico,Truck,Standard Shipment,Extreme Heat,Morning,Tier 2,803.1,0.879,High,18.4,12-24h,3.2,2-5y,85.9,2107.67,0.0233,0,None,0.0
87115,2033-12-08,Latin America,Chile,Air,Standard Shipment,Clear,Morning,Tier 1,2677.0,0.665,Moderate,21.7,12-24h,3.9,2-5y,78.3,16607.34,0.0079,0,None,0.0
87116,2033-12-08,North America,USA,Air,Standard Shipment,Rain,Evening,Tier 3,1430.8,0.272,Low,25.9,24-48h,7.2,5-10y,77.2,9417.13,0.0221,0,None,0.0
87117,2033-12-08,Asia,India,Truck,Emergency Replenishment,Clear,Evening,Tier 1,1719.9,0.997,Critical,24.1,24-48h,2.1,2-5y,71.0,6421.09,0.0576,0,None,0.0
87118,2033-12-08,North America,Mexico,Ocean,High Value Cargo,Clear,Evening,Tier 3,575.3,0.932,Critical,30.8,24-48h,6.4,5-10y,78.6,2478.79,0.0546,1,Low,376.06
87119,2033-12-08,North America,USA,Truck,Cold Chain,Clear,Morning,Tier 2,2301.0,0.948,Critical,33.7,24-48h,3.8,2-5y,68.2,5938.5,0.0518,0,None,0.0
87120,2033-12-08,Africa,Nigeria,Truck,Standard Shipment,Clear,Night,Tier 2,393.0,0.644,Moderate,22.8,12-24h,1.2,0-2y,99.1,2018.22,0.012,0,None,0.0
87121,2033-12-09,North America,Mexico,Ocean,Cold Chain,Clear,Evening,Tier 3,2663.5,0.788,High,25.2,24-48h,1.8,0-2y,79.7,3603.44,0.05,0,None,0.0
87122,2033-12-09,North America,Mexico,Air,High Value Cargo,Clear,Evening,Tier 2,1955.9,0.857,High,19.3,12-24h,0.6,0-2y,87.7,19338.48,0.0173,0,None,0.0
87123,2033-12-09,Europe,Germany,Rail,Cold Chain,Clear,Morning,Tier 1,506.3,0.865,High,34.9,24-48h,2.5,2-5y,83.6,2607.07,0.022,0,None,0.0
87124,2033-12-09,Asia,China,Truck,Standard Shipment,Extreme Heat,Morning,Tier 3,1476.0,0.954,Critical,26.6,24-48h,5.0,2-5y,87.4,3516.46,0.0451,0,None,0.0
87125,2033-12-09,North America,Canada,Truck,Standard Shipment,Cold,Evening,Tier 3,1046.3,0.6,Moderate,18.9,12-24h,7.7,5-10y,98.7,2185.0,0.0142,0,None,0.0
87126,2033-12-09,Asia,India,Truck,Standard Shipment,Clear,Evening,Tier 1,1504.9,0.945,Critical,20.0,12-24h,7.4,5-10y,85.7,2992.68,0.0117,0,None,0.0
87127,2033-12-09,North America,Mexico,Ocean,Emergency Replenishment,Clear,Morning,Tier 3,1380.9,0.809,High,34.5,24-48h,2.4,2-5y,83.0,3294.52,0.0643,0,None,0.0
87128,2033-12-09,Latin America,Colombia,Air,Standard Shipment,Clear,Morning,Tier 1,3613.5,0.663,Moderate,15.2,12-24h,5.5,5-10y,76.4,21783.82,0.0068,0,None,0.0
87129,2033-12-09,Europe,Netherlands,Truck,Standard Shipment,Cold,Morning,Tier 1,1079.6,0.611,Moderate,23.3,12-24h,11.4,10y+,82.6,2345.87,0.0081,0,None,0.0
87130,2033-12-09,Latin America,Colombia,Air,Emergency Replenishment,Rain,Morning,Tier 1,1196.1,0.319,Low,21.3,12-24h,2.5,2-5y,73.7,18610.36,0.0262,0,None,0.0
87131,2033-12-09,Asia,China,Truck,Cold Chain,Clear,Morning,Tier 2,731.2,0.896,High,24.8,24-48h,4.8,2-5y,95.9,2443.54,0.0184,0,None,0.0
87132,2033-12-09,Africa,Nigeria,Rail,Standard Shipment,Clear,Morning,Tier 2,1224.7,0.751,High,19.5,12-24h,6.5,5-10y,92.8,2575.34,0.0068,0,None,0.0
87133,2033-12-09,Latin America,Colombia,Truck,High Value Cargo,Clear,Morning,Tier 2,1156.8,1.097,Critical,46.0,24-48h,4.3,2-5y,93.2,4300.19,0.0429,0,None,0.0
87134,2033-12-09,Asia,India,Truck,Standard Shipment,Clear,Evening,Tier 2,796.9,0.782,High,20.4,12-24h,0.7,0-2y,76.0,2370.39,0.0172,0,None,0.0
87135,2033-12-09,Asia,India,Truck,Emergency Replenishment,Clear,Evening,Tier 2,872.7,0.456,Low,7.9,0-12h,4.6,2-5y,75.4,3753.4,0.0235,0,None,0.0
87136,2033-12-09,Europe,Netherlands,Rail,Standard Shipment,Clear,Evening,Tier 2,744.5,0.647,Moderate,23.8,12-24h,0.5,0-2y,80.2,1806.52,0.0156,0,None,0.0
87137,2033-12-09,Latin America,Chile,Air,Cold Chain,Clear,Night,Tier 2,2369.3,0.445,Low,19.6,12-24h,3.6,2-5y,99.0,24083.57,0.0135,0,None,0.0
87138,2033-12-09,Africa,South Africa,Ocean,Hazardous Goods,Cold,Evening,Tier 2,1270.4,0.882,High,27.8,24-48h,1.4,0-2y,87.5,2671.82,0.0631,0,None,0.0
87139,2033-12-09,Asia,India,Truck,Standard Shipment,Clear,Night,Tier 2,546.8,0.759,High,13.8,12-24h,1.3,0-2y,79.2,1515.53,0.0166,0,None,0.0
87140,2033-12-09,Asia,China,Air,Standard Shipment,Rain,Evening,Tier 1,2613.0,0.882,High,18.7,12-24h,15.4,10y+,77.2,16540.97,0.0084,0,None,0.0
87141,2033-12-09,Asia,India,Truck,Standard Shipment,Rain,Morning,Tier 1,475.9,0.737,Moderate,22.7,12-24h,1.3,0-2y,59.7,1628.96,0.0229,0,None,0.0
87142,2033-12-09,Europe,Germany,Truck,Standard Shipment,Clear,Morning,Tier 1,1809.0,0.705,Moderate,5.4,0-12h,4.5,2-5y,72.4,3169.07,0.0078,0,None,0.0
87143,2033-12-09,North America,Mexico,Truck,Standard Shipment,Clear,Morning,Tier 1,2026.8,0.699,Moderate,16.6,12-24h,5.6,5-10y,66.5,3527.3,0.0104,0,None,0.0
87144,2033-12-09,North America,USA,Truck,Standard Shipment,Storm,Morning,Tier 2,928.7,0.883,High,40.6,24-48h,2.9,2-5y,92.5,2598.48,0.0443,0,None,0.0
87145,2033-12-10,Latin America,Chile,Truck,Standard Shipment,Cold,Evening,Tier 2,1357.4,0.844,High,18.0,12-24h,3.8,2-5y,59.3,2834.9,0.0356,1,Low,985.18
87146,2033-12-10,North America,USA,Truck,Standard Shipment,Cold,Evening,Tier 1,603.5,0.588,Low,25.5,24-48h,7.9,5-10y,84.2,1878.1,0.0111,0,None,0.0
87147,2033-12-10,North America,Mexico,Truck,Cold Chain,Rain,Morning,Tier 1,2022.9,0.825,High,44.3,24-48h,2.4,2-5y,96.6,5383.69,0.0234,0,None,0.0
87148,2033-12-10,Latin America,Brazil,Air,Standard Shipment,Clear,Evening,Tier 3,1583.0,0.602,Moderate,14.0,12-24h,0.5,0-2y,72.6,10373.35,0.0219,0,None,0.0
87149,2033-12-10,Latin America,Brazil,Truck,Standard Shipment,Clear,Evening,Tier 1,1762.7,0.858,High,15.6,12-24h,14.6,10y+,71.4,3309.78,0.0079,0,None,0.0
87150,2033-12-10,Latin America,Colombia,Truck,Cold Chain,Clear,Night,Tier 3,758.1,0.682,Moderate,11.9,0-12h,1.4,0-2y,72.5,3020.85,0.0459,0,None,0.0
87151,2033-12-10,Africa,Nigeria,Ocean,Standard Shipment,Clear,Morning,Tier 2,135.2,0.882,High,33.1,24-48h,6.0,5-10y,75.8,2028.13,0.0245,0,None,0.0
87152,2033-12-10,Asia,China,Ocean,Standard Shipment,Clear,Morning,Tier 2,598.7,0.499,Low,28.2,24-48h,4.6,2-5y,61.0,1525.83,0.0256,0,None,0.0
87153,2033-12-10,Asia,India,Ocean,High Value Cargo,Clear,Morning,Tier 3,3683.7,0.77,High,27.9,24-48h,2.5,2-5y,80.8,4525.29,0.0344,0,None,0.0
87154,2033-12-10,Africa,South Africa,Air,Emergency Replenishment,Cold,Morning,Tier 2,773.1,0.695,Moderate,39.8,24-48h,2.7,2-5y,72.6,13201.46,0.0513,0,None,0.0
87155,2033-12-10,Asia,China,Truck,Cold Chain,Clear,Morning,Tier 2,839.5,0.749,Moderate,16.0,12-24h,4.7,2-5y,92.1,2976.14,0.0122,0,None,0.0
87156,2033-12-10,Latin America,Chile,Truck,Hazardous Goods,Clear,Evening,Tier 1,2004.8,0.665,Moderate,13.3,12-24h,2.7,2-5y,98.7,5682.29,0.0111,0,None,0.0
87157,2033-12-10,Asia,China,Air,High Value Cargo,Clear,Night,Tier 2,2672.5,0.627,Moderate,8.9,0-12h,2.3,2-5y,90.9,25843.86,0.0117,0,None,0.0
87158,2033-12-10,North America,Mexico,Rail,Standard Shipment,Clear,Night,Tier 1,2397.9,0.674,Moderate,15.1,12-24h,6.2,5-10y,62.2,3114.34,0.0141,0,None,0.0
87159,2033-12-10,North America,Mexico,Truck,Hazardous Goods,Rain,Morning,Tier 1,2875.9,0.685,Moderate,19.3,12-24h,2.8,2-5y,86.0,7581.74,0.0197,0,None,0.0
87160,2033-12-10,Asia,China,Truck,High Value Cargo,Cold,Evening,Tier 2,1231.3,0.647,Moderate,17.4,12-24h,5.9,5-10y,99.2,2889.03,0.0125,0,None,0.0
87161,2033-12-10,Africa,Nigeria,Ocean,Hazardous Goods,Clear,Evening,Tier 3,2363.4,0.736,Moderate,26.3,24-48h,9.1,5-10y,84.8,4094.16,0.0353,0,None,0.0
87162,2033-12-10,Latin America,Colombia,Truck,Standard Shipment,Clear,Morning,Tier 2,2256.6,0.25,Low,23.6,12-24h,1.4,0-2y,87.4,3285.17,0.0117,0,None,0.0
87163,2033-12-10,Latin America,Colombia,Ocean,High Value Cargo,Extreme Heat,Evening,Tier 3,663.0,0.639,Moderate,24.4,24-48h,1.6,0-2y,85.6,2069.31,0.0574,1,Medium,864.23
87164,2033-12-10,North America,Mexico,Rail,High Value Cargo,Rain,Night,Tier 2,180.7,0.667,Moderate,22.0,12-24h,2.4,2-5y,64.7,1605.31,0.0406,0,None,0.0
87165,2033-12-10,North America,Mexico,Air,Cold Chain,Rain,Morning,Tier 1,2549.6,0.735,Moderate,12.1,12-24h,6.0,5-10y,61.3,26429.89,0.0192,0,None,0.0
87166,2033-12-10,Latin America,Colombia,Ocean,Cold Chain,Clear,Evening,Tier 2,422.5,0.643,Moderate,31.2,24-48h,1.9,0-2y,69.8,1783.59,0.0449,0,None,0.0
87167,2033-12-10,Europe,Germany,Truck,Standard Shipment,Rain,Evening,Tier 1,1800.7,0.515,Low,25.0,24-48h,4.6,2-5y,57.6,3043.57,0.0236,0,None,0.0
87168,2033-12-10,North America,USA,Air,Cold Chain,Rain,Evening,Tier 2,1556.6,0.602,Moderate,18.3,12-24h,3.0,2-5y,71.5,16526.25,0.0289,0,None,0.0
87169,2033-12-11,Latin America,Colombia,Truck,Standard Shipment,Clear,Morning,Tier 1,684.4,0.87,High,13.7,12-24h,4.6,2-5y,77.3,2293.57,0.0106,0,None,0.0
87170,2033-12-11,Africa,Nigeria,Air,High Value Cargo,Rain,Morning,Tier 3,374.2,0.501,Low,18.9,12-24h,6.0,5-10y,57.5,4587.04,0.0382,0,None,0.0
87171,2033-12-11,North America,Mexico,Air,Hazardous Goods,Clear,Morning,Tier 1,1037.0,0.772,High,18.2,12-24h,13.2,10y+,86.1,12647.12,0.007,0,None,0.0
87172,2033-12-11,Asia,China,Air,Standard Shipment,Clear,Morning,Tier 1,793.1,0.842,High,15.2,12-24h,3.5,2-5y,78.4,5828.2,0.0087,0,None,0.0
87173,2033-12-11,Asia,India,Truck,Cold Chain,Rain,Night,Tier 1,529.6,0.72,Moderate,21.6,12-24h,4.0,2-5y,84.8,2542.55,0.023,0,None,0.0
87174,2033-12-11,North America,Mexico,Ocean,Cold Chain,Rain,Night,Tier 2,1111.9,0.785,High,33.5,24-48h,1.0,0-2y,81.8,2126.11,0.0588,0,None,0.0
87175,2033-12-11,Africa,South Africa,Truck,Standard Shipment,Clear,Morning,Tier 2,3497.4,0.618,Moderate,11.4,0-12h,6.5,5-10y,61.6,4996.35,0.0135,0,None,0.0
87176,2033-12-11,Asia,China,Air,Cold Chain,Extreme Heat,Morning,Tier 2,2134.8,0.847,High,26.5,24-48h,5.2,5-10y,78.8,22169.03,0.0352,0,None,0.0
87177,2033-12-11,Europe,Netherlands,Truck,Standard Shipment,Rain,Evening,Tier 2,2453.3,0.901,Critical,25.1,24-48h,5.2,5-10y,61.7,4438.84,0.0391,0,None,0.0
87178,2033-12-11,Latin America,Brazil,Truck,Hazardous Goods,Storm,Evening,Tier 1,1713.0,0.827,High,37.7,24-48h,5.4,5-10y,69.5,5475.68,0.0856,0,None,0.0
87179,2033-12-11,North America,USA,Air,Cold Chain,Extreme Heat,Evening,Tier 1,169.6,0.673,Moderate,14.9,12-24h,2.3,2-5y,72.1,3084.06,0.0276,0,None,0.0
87180,2033-12-11,Asia,India,Truck,Standard Shipment,Extreme Heat,Night,Tier 3,596.7,0.82,High,20.1,12-24h,7.6,5-10y,55.3,1743.63,0.0688,0,None,0.0
87181,2033-12-11,Africa,South Africa,Truck,Emergency Replenishment,Extreme Heat,Morning,Tier 2,668.1,0.926,Critical,29.0,24-48h,3.7,2-5y,87.3,3432.24,0.0623,0,None,0.0
87182,2033-12-11,Europe,Germany,Truck,Emergency Replenishment,Cold,Night,Tier 1,976.8,0.674,Moderate,17.2,12-24h,4.1,2-5y,97.0,4190.67,0.0219,0,None,0.0
87183,2033-12-11,North America,Mexico,Truck,Cold Chain,Rain,Morning,Tier 2,1848.2,0.666,Moderate,20.0,12-24h,5.9,5-10y,86.7,4804.56,0.0185,0,None,0.0
87184,2033-12-11,Asia,India,Truck,Standard Shipment,Clear,Morning,Tier 1,276.2,0.629,Moderate,13.4,12-24h,4.0,2-5y,70.4,1411.53,0.0098,0,None,0.0
87185,2033-12-11,Latin America,Brazil,Truck,Standard Shipment,Clear,Evening,Tier 2,1941.6,0.993,Critical,26.4,24-48h,1.0,0-2y,74.1,3670.07,0.0373,0,None,0.0
87186,2033-12-11,Asia,India,Ocean,Emergency Replenishment,Clear,Morning,Tier 2,1453.9,0.887,High,20.7,12-24h,2.8,2-5y,100.0,3678.11,0.0274,0,None,0.0
87187,2033-12-11,Asia,China,Truck,High Value Cargo,Clear,Morning,Tier 3,2939.0,0.797,High,14.3,12-24h,4.0,2-5y,82.1,6917.26,0.0204,0,None,0.0
87188,2033-12-11,Asia,China,Truck,Standard Shipment,Rain,Morning,Tier 2,258.2,0.465,Low,18.8,12-24h,1.5,0-2y,86.1,1644.37,0.0145,0,None,0.0
87189,2033-12-11,Asia,China,Air,Standard Shipment,Clear,Night,Tier 3,2514.9,0.763,High,12.0,0-12h,2.4,2-5y,89.2,15693.85,0.0154,0,None,0.0
87190,2033-12-11,Asia,India,Truck,Standard Shipment,Extreme Heat,Evening,Tier 1,792.9,0.789,High,21.1,12-24h,2.4,2-5y,70.0,2306.2,0.0245,0,None,0.0
87191,2033-12-11,Asia,India,Truck,Standard Shipment,Clear,Night,Tier 2,600.0,0.45,Low,17.4,12-24h,5.0,2-5y,75.8,1577.98,0.0157,0,None,0.0
87192,2033-12-11,Latin America,Chile,Rail,Standard Shipment,Rain,Morning,Tier 2,2148.7,0.894,High,20.9,12-24h,3.2,2-5y,76.5,3347.15,0.0232,0,None,0.0
87193,2033-12-12,Africa,Nigeria,Ocean,Cold Chain,Clear,Morning,Tier 3,1594.6,0.559,Low,34.1,24-48h,3.7,2-5y,71.5,2271.54,0.0559,0,None,0.0
87194,2033-12-12,North America,Mexico,Truck,Emergency Replenishment,Cold,Night,Tier 3,1244.2,0.672,Moderate,18.4,12-24h,4.1,2-5y,69.9,5117.12,0.0846,0,None,0.0
87195,2033-12-12,Latin America,Colombia,Rail,Standard Shipment,Clear,Night,Tier 2,2859.7,0.591,Low,30.3,24-48h,0.7,0-2y,65.8,3208.57,0.0299,0,None,0.0
87196,2033-12-12,Latin America,Brazil,Air,Hazardous Goods,Rain,Evening,Tier 3,2510.6,0.873,High,23.5,12-24h,2.2,2-5y,76.8,28873.4,0.0685,1,High,21936.48
87197,2033-12-12,Asia,India,Truck,Standard Shipment,Clear,Morning,Tier 3,350.0,0.742,Moderate,21.2,12-24h,2.6,2-5y,91.8,2103.9,0.0145,0,None,0.0
87198,2033-12-12,Europe,Netherlands,Ocean,Standard Shipment,Clear,Morning,Tier 2,793.5,0.84,High,26.2,24-48h,6.9,5-10y,85.7,1765.81,0.0143,0,None,0.0
87199,2033-12-12,Europe,Netherlands,Air,High Value Cargo,Clear,Evening,Tier 3,1001.7,0.759,High,3.8,0-12h,5.8,5-10y,69.1,10482.59,0.0191,0,None,0.0
87200,2033-12-12,Africa,Nigeria,Truck,High Value Cargo,Rain,Morning,Tier 2,546.3,0.802,High,28.2,24-48h,2.2,2-5y,84.2,2550.71,0.0237,0,None,0.0
87201,2033-12-12,Latin America,Brazil,Truck,Cold Chain,Clear,Morning,Tier 1,928.7,0.587,Low,16.1,12-24h,1.9,0-2y,100.0,2979.08,0.0089,0,None,0.0
87202,2033-12-12,Asia,India,Ocean,Standard Shipment,Rain,Evening,Tier 2,993.9,0.615,Moderate,30.6,24-48h,6.1,5-10y,78.3,1520.18,0.0238,0,None,0.0
87203,2033-12-12,Asia,China,Truck,Standard Shipment,Clear,Evening,Tier 1,4740.3,0.851,High,26.9,24-48h,10.3,10y+,93.4,7007.22,0.007,0,None,0.0
87204,2033-12-12,Asia,India,Air,Emergency Replenishment,Clear,Evening,Tier 2,856.4,0.735,Moderate,9.2,0-12h,3.2,2-5y,82.3,14109.51,0.0186,0,None,0.0
87205,2033-12-12,Europe,Germany,Truck,Standard Shipment,Extreme Heat,Evening,Tier 1,1392.3,0.547,Low,23.4,12-24h,8.5,5-10y,68.7,3033.28,0.0185,0,None,0.0
